iter	Logloss
176	0.5507375085
177	0.5505508123
178	0.5503530966
179	0.5501107672
180	0.5496700627
181	0.5493608907
182	0.5492935223
183	0.5490843829
184	0.548836939
185	0.5486093999
186	0.5484084332
187	0.5483114659
188	0.5481938524
189	0.5479953737
190	0.5476551094
191	0.5474394681
192	0.5472315695
193	0.5469650246
194	0.5468450047
195	0.5466641863
196	0.5465433945
197	0.5463362194
198	0.5461566623
199	0.5459562796
200	0.5457770119
201	0.545551127
202	0.5454746123
203	0.5452185293
204	0.5450488754
205	0.5448494084
206	0.5443659012
207	0.5439902752
208	0.543569741
209	0.5434149505
210	0.5431992202
211	0.5429233749
212	0.5427650222
213	0.5425810986
214	0.5421845018
215	0.54196411
216	0.5419052191
217	0.5417784611
218	0.5414316046
219	0.5412100356
220	0.5410386628
221	0.5407287401
222	0.5406405164
223	0.5405291655
224	0.5403886516
225	0.540096971
226	0.5400117345
227	0.5398134703
228	0.5393501299
229	0.5392738141
230	0.5390916276
231	0.5390509198
232	0.5387465055
233	0.5385742666
234	0.5383592693
235	0.5380979212
236	0.5377853445
237	0.537588367
238	0.5375215537
239	0.5373670262
240	0.5372777327
241	0.5371667434
242	0.5370319997
243	0.5368414082
244	0.5366906731
245	0.5365763227
246	0.5364379134
247	0.5363551006
248	0.5361492776
249	0.5359632125
250	0.5358113681
251	0.535554705
252	0.535329019
253	0.5352333333
254	0.5350138517
255	0.534907275
256	0.5346675487
257	0.5344750737
258	0.5343797245
259	0.5341744886
260	0.5340698435
261	0.533939874
262	0.533843458
263	0.533640636
264	0.5333970565
265	0.5332482793
266	0.5330343602
267	0.5328855701
268	0.5327468181
269	0.5326211434
270	0.5324586505
271	0.5322168573
272	0.5320866125
273	0.531934878
274	0.531814976
275	0.5317318847
276	0.5315371433
277	0.5313295947
278	0.5312838202
279	0.5311872657
280	0.5309059179
281	0.530803404
282	0.5307246375
283	0.5305148133
284	0.5302595284
285	0.5300349092
286	0.5299001324
287	0.5297686147
288	0.5296609776
289	0.5295687764
290	0.5293745194
291	0.5292380367
292	0.529127185
293	0.528751823
294	0.5285941313
295	0.5284718802
296	0.5283076168
297	0.5281954452
298	0.5281172038
299	0.5280408653
300	0.5279587893
301	0.5278674638
302	0.5277926794
303	0.5276801776
304	0.5275519463
305	0.5274016879
306	0.527266021
307	0.52709127
308	0.5267774444
309	0.5266130643
310	0.5264846292
311	0.5264039167
312	0.5263013511
313	0.5261864948
314	0.5260600151
315	0.5259225232
316	0.5257427764
317	0.5253607684
318	0.5250853626
319	0.5249079973
320	0.5247069082
321	0.5245254171
322	0.5244216675
323	0.524310539
324	0.5239446148
325	0.5238873585
326	0.523820892
327	0.5235988746
328	0.5232958686
329	0.5230652559
330	0.5229461409
331	0.5227978006
332	0.5225631118
333	0.5224650887
334	0.5222443016
335	0.5219990286
336	0.5218814262
337	0.5217480566
338	0.5215621929
339	0.5212263838
340	0.5209972072
341	0.5208659215
342	0.5206744873
343	0.5205249155
344	0.5203278703
345	0.5200428714
346	0.5197365992
347	0.5195744905
348	0.5191735559
349	0.518994325
350	0.5186091528
351	0.5184150734
352	0.5181374676
353	0.5178974412
354	0.517761464
355	0.5176459866
356	0.517503571
357	0.5173462385
358	0.5170855939
359	0.5169851354
360	0.5167637261
361	0.5164419275
362	0.5162059739
363	0.5160662225
364	0.5156126566
365	0.5154486481
366	0.5152364135
367	0.51510658
368	0.5150042448
369	0.514851403
370	0.5147324417
371	0.5146230663
372	0.5143876638
373	0.5140871594
374	0.5137982288
375	0.5136491982
376	0.5132371176
377	0.5130978801
378	0.512935451
379	0.5126934596
380	0.5123944474
381	0.5122761094
382	0.5120042006
383	0.5118728565
384	0.5116458307
385	0.5114025791
386	0.5112452076
387	0.5110585651
388	0.5108680974
389	0.5106803143
390	0.5104812217
391	0.5102431443
392	0.5099105196
393	0.5097559989
394	0.5096406768
395	0.5094852426
396	0.5092236416
397	0.5090268754
398	0.5087897072
399	0.508608888
400	0.508330972
401	0.5081204079
402	0.5080113918
403	0.5077590282
404	0.5075102453
405	0.507280286
406	0.506955672
407	0.5067729723
408	0.5065304607
409	0.5062368798
410	0.5059628027
411	0.5058379678
412	0.5056749406
413	0.5054308945
414	0.5049748715
415	0.5047935233
416	0.5045273061
417	0.5042111593
418	0.5040606294
419	0.503881768
420	0.5037392536
421	0.503579008
422	0.5034200367
423	0.5032602965
424	0.5030434229
425	0.5027871807
426	0.5026106285
427	0.5024006822
428	0.5022786514
429	0.5021137543
430	0.5019112697
431	0.5017248258
432	0.5015830166
433	0.5013052963
434	0.5009614892
435	0.5007961596
436	0.5005600248
437	0.500440839
438	0.5002491034
439	0.5000898322
440	0.49972062
441	0.4995478429
442	0.4993781521
443	0.499120206
444	0.498895629
445	0.4986532687
446	0.4985444832
447	0.4982109422
448	0.4980262341
449	0.4978198865
450	0.4975985655
451	0.4973904373
452	0.4972327264
453	0.497153613
454	0.4970710523
455	0.4968183804
456	0.4966253966
457	0.4965234596
458	0.4962782555
459	0.4960334184
460	0.4958483791
461	0.4956857165
462	0.4954949047
463	0.4953655938
464	0.49507466
465	0.4949069119
466	0.4947758328
467	0.4945672543
468	0.4942812501
469	0.4941322869
470	0.4939786134
471	0.4937926465
472	0.4935071103
473	0.4932904844
474	0.4931106028
475	0.4929204022
476	0.4926566316
477	0.4925569583
478	0.4923055621
479	0.4921534312
480	0.4920229386
481	0.4918692944
482	0.4916360885
483	0.4913667171
484	0.4912387719
485	0.4911131365
486	0.4909135758
487	0.4907967713
488	0.490665346
489	0.4904165026
490	0.4901927719
491	0.4900599984
492	0.4898383817
493	0.4897065749
494	0.4895081187
495	0.4892143092
496	0.4890026164
497	0.4888331911
498	0.4886643717
499	0.4885486219
500	0.488393475
501	0.4881689006
502	0.4879611306
503	0.4878890632
504	0.4877537768
505	0.4876117443
506	0.4874124984
507	0.4872791122
508	0.4871494418
509	0.4870029348
510	0.4868443612
511	0.4866560045
512	0.4864838497
513	0.4863277051
514	0.4862488968
515	0.4860794717
516	0.485837522
517	0.4855542812
518	0.4854049748
519	0.4851772944
520	0.485019797
521	0.4848602911
522	0.4847317659
523	0.4844696314
524	0.4843086921
525	0.484202645
526	0.4840249266
527	0.4838454574
528	0.4836430057
529	0.4835533829
530	0.48342707
531	0.4833358203
532	0.4831817399
533	0.4830465919
534	0.4827773171
535	0.4826544722
536	0.4824792133
537	0.4822059169
538	0.4819657691
539	0.4818395788
540	0.4817058021
541	0.4815628337
542	0.4814035399
543	0.4812712547
544	0.4811399395
545	0.48095182
546	0.4807757028
547	0.4806338381
548	0.4805283457
549	0.4802280144
550	0.4801114938
551	0.4800714149
552	0.4799114412
553	0.4797567075
554	0.4796321371
555	0.4793507363
556	0.4792272876
557	0.4790082871
558	0.4789152172
559	0.478781239
560	0.4786431886
561	0.4785235596
562	0.4784228746
563	0.4783087591
564	0.4782049828
565	0.4779473087
566	0.4777191254
567	0.4774784864
568	0.4773120052
569	0.477229105
570	0.4770852329
571	0.4770052183
572	0.4769196243
573	0.4767731189
574	0.4766092691
575	0.4764437669
576	0.4761591225
577	0.4760489637
578	0.4759161981
579	0.4757572703
580	0.4756037354
581	0.4754894823
582	0.4753660482
583	0.4751521265
584	0.4750180731
585	0.4749115474
586	0.4747880093
587	0.4747013859
588	0.4745077194
589	0.4743549104
590	0.474248539
591	0.4741065495
592	0.4740060718
593	0.473865801
594	0.4737867176
595	0.4736474282
596	0.473516286
597	0.4732982131
598	0.4731739544
599	0.4730295345
600	0.4729295257
601	0.4727443989
602	0.4725877642
603	0.4724325843
604	0.4722757432
605	0.4722572085
606	0.4721889552
607	0.472104238
608	0.4719982398
609	0.4718049937
610	0.4717311353
611	0.4714279361
612	0.4711919228
613	0.4709416132
614	0.4708367362
615	0.4706857167
616	0.4706011551
617	0.4704621792
618	0.4702131983
619	0.4699306069
620	0.4697226383
621	0.4696544928
622	0.4695370873
623	0.4693706118
624	0.4692012025
625	0.4689332436
626	0.4688322898
627	0.4686874878
628	0.4685356742
629	0.4683445787
630	0.4681009567
631	0.468010651
632	0.4679327373
633	0.4677861925
634	0.4676038382
635	0.467454038
636	0.4672095612
637	0.467141823
638	0.4670299841
639	0.4668916754
640	0.4666907682
641	0.46655976
642	0.4665235506
643	0.4662963132
644	0.4661243777
645	0.4659568679
646	0.4659010214
647	0.4657206717
648	0.4656216084
649	0.4654715108
650	0.4653671394
651	0.4652732537
652	0.4651434045
653	0.4649940101
654	0.4649148244
655	0.4647671736
656	0.4646703117
657	0.4644251438
658	0.4643240975
659	0.4641722135
660	0.4639625715
661	0.4638680647
662	0.4637245297
663	0.4636506311
664	0.4635409776
665	0.4634454709
666	0.4632392797
667	0.463207863
668	0.4630267767
669	0.4628855886
670	0.4627953205
671	0.4626747035
672	0.462532502
673	0.4624065376
674	0.4622678669
675	0.4621252563
676	0.462010318
677	0.4618589565
678	0.4616681473
679	0.4615772223
680	0.4613673045
681	0.4612390788
682	0.4610866133
683	0.461027531
684	0.4609207901
685	0.4608139199
686	0.4607373898
687	0.4606075085
688	0.4604943077
689	0.4603414532
690	0.4602501267
691	0.4600212735
692	0.4599252946
693	0.4598141489
694	0.4596874706
695	0.4594808076
696	0.4593314846
697	0.4592185065
698	0.459060386
699	0.4589359735
700	0.4588217909
701	0.4586783419
702	0.4584744824
703	0.4582974039
704	0.4581357541
705	0.4579747647
706	0.4578660794
707	0.4577650952
708	0.45765831
709	0.4575387574
710	0.4573762159
711	0.4572711537
712	0.4571793006
713	0.4570621546
714	0.4568194197
715	0.4567437709
716	0.4566718241
717	0.4564871652
718	0.4563494329
719	0.4562021782
720	0.4560117395
721	0.4559061808
722	0.4557157931
723	0.4556282158
724	0.4555068367
725	0.4554081092
726	0.4552917637
727	0.4551965949
728	0.4550190511
729	0.4548624316
730	0.4546944675
731	0.4545216733
732	0.4544045452
733	0.4542705382
734	0.4541680816
735	0.4540473824
736	0.4539670472
737	0.4538947981
738	0.4536264419
739	0.453438021
740	0.4533233444
741	0.4532293575
742	0.4531324292
743	0.452954748
744	0.4528516985
745	0.4527629397
746	0.4526481035
747	0.4524592038
748	0.4522490219
749	0.452176218
750	0.45204897
751	0.451999734
752	0.4518294976
753	0.4517710396
754	0.4516998688
755	0.4514487909
756	0.4513494635
757	0.4512646376
758	0.45118425
759	0.4510643391
760	0.4509729755
761	0.4508717592
762	0.4507614509
763	0.450682228
764	0.4505925143
765	0.45048485
766	0.4503906833
767	0.4503089202
768	0.4501982247
769	0.4500538008
770	0.449971119
771	0.4499002613
772	0.4496874638
773	0.4495767736
774	0.4494274759
775	0.4493514532
776	0.4492723725
777	0.4491759113
778	0.4490977526
779	0.4490281494
780	0.4489080559
781	0.4487408547
782	0.4486190937
783	0.4485430307
784	0.4484420785
785	0.4483340605
786	0.448189974
787	0.4480294886
788	0.4479254446
789	0.4478461779
790	0.4477413421
791	0.447616707
792	0.4475298222
793	0.4473620624
794	0.4472080137
795	0.4470143183
796	0.4469132105
797	0.4467840283
798	0.4466717481
799	0.446483762
800	0.4462809498
801	0.4461686535
802	0.4460609058
803	0.4459549518
804	0.4458674323
805	0.4457158784
806	0.4455518046
807	0.4454391289
808	0.445335
809	0.4452232136
810	0.4450780276
811	0.4449135412
812	0.4447661738
813	0.4446209811
814	0.4445369325
815	0.4444642804
816	0.4443969862
817	0.4443076705
818	0.4442174647
819	0.4441049784
820	0.4439141936
821	0.4437772389
822	0.443540459
823	0.4434639551
824	0.4433408749
825	0.4432528893
826	0.4431384317
827	0.4430222112
828	0.4429197094
829	0.44276664
830	0.442595053
831	0.4424218784
832	0.4422547108
833	0.4421202517
834	0.442009054
835	0.4419284352
836	0.4418725308
837	0.4417827144
838	0.4416407091
839	0.4415314926
840	0.4413977173
841	0.4412842148
842	0.4412068775
843	0.4410388792
844	0.4409713644
845	0.4407428651
846	0.440628884
847	0.4405565436
848	0.4404345596
849	0.4403321101
850	0.4402647156
851	0.4401733544
852	0.4400430129
853	0.4398497216
854	0.4396895789
855	0.4395948956
856	0.439526071
857	0.4394456833
858	0.4392760966
859	0.4391484694
860	0.4389964892
861	0.4388828563
862	0.4388122756
863	0.4387152571
864	0.4386407567
865	0.438480584
866	0.4383441105
867	0.4382521099
868	0.4381204353
869	0.4380281025
870	0.4380026938
871	0.4379129711
872	0.4378047603
873	0.4376123924
874	0.4375675446
875	0.4374455288
876	0.4373422628
877	0.4372707172
878	0.4371116904
879	0.4370213426
880	0.436908204
881	0.4368148664
882	0.4367013663
883	0.4366516845
884	0.4365631303
885	0.4364717624
886	0.4364349501
887	0.4362938033
888	0.4362298523
889	0.4361347263
890	0.4360456527
891	0.4359890908
892	0.4359054526
893	0.4358230342
894	0.4357684937
895	0.4357192057
896	0.4355373758
897	0.4354363834
898	0.4352823825
899	0.4351422647
900	0.435008858
901	0.4348971186
902	0.4347837438
903	0.4347354363
904	0.4346221292
905	0.4345536608
906	0.4344788476
907	0.4343744312
908	0.4342214323
909	0.4341146542
910	0.4340277958
911	0.4339329006
912	0.4338569438
913	0.4338182041
914	0.4336745383
915	0.4336394498
916	0.4335185631
917	0.4334495127
918	0.4332715647
919	0.4332000443
920	0.4330553915
921	0.4328921464
922	0.432773255
923	0.4326669689
924	0.4325165181
925	0.4324464265
926	0.4322999437
927	0.432179992
928	0.4320897543
929	0.4319513923
930	0.4318389352
931	0.4316856818
932	0.431614101
933	0.4314813222
934	0.4313981088
935	0.4312317291
936	0.4311669119
937	0.4310871951
938	0.4309739726
939	0.4309032016
940	0.4308309189
941	0.4307652288
942	0.4306953733
943	0.4306399626
944	0.4305622732
945	0.4304415233
946	0.430365424
947	0.4303344093
948	0.4302992816
949	0.4302419525
950	0.430153648
951	0.4300778686
952	0.4298712367
953	0.4297102863
954	0.4295885615
955	0.4295101895
956	0.4294166784
957	0.4293433832
958	0.4293018289
959	0.4291680595
960	0.4290497244
961	0.4289185812
962	0.4287891233
963	0.4287273996
964	0.4286775209
965	0.428589491
966	0.4285179037
967	0.4284434998
968	0.4283850927
969	0.4282748359
970	0.4281645462
971	0.428019771
972	0.4279470833
973	0.4278086184
974	0.4277395736
975	0.4276523423
976	0.4275701328
977	0.427444918
978	0.4273832965
979	0.4272963361
980	0.4271607197
981	0.4270437349
982	0.426961249
983	0.4267996178
984	0.4266601588
985	0.4265635369
986	0.4264104867
987	0.426257335
988	0.4261849198
989	0.4260929256
990	0.4259912392
991	0.4259071071
992	0.42582835
993	0.4257269521
994	0.4257042076
995	0.4255859839
996	0.4255546736
997	0.4254384324
998	0.425361264
999	0.425292813
